"start","end","latitude","longitude","type","rfmos.0","rfmos.1","rfmos.2","rfmos.3","eezs.0","vessel.name","vessel.flag","vessel.ssvid","loitering.totalTimeHours","loitering.totalDistanceKilometers","loitering.medianSpeedKnots","eezs.1"
"2021-05-08T14:59:05.000Z","2021-05-08T17:59:22.000Z",4.01291666665,-1.56999916665,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","PACIFIC MERMAID","LBR","636019354","3.005","8.891","1.598",
"2021-05-16T07:46:29.000Z","2021-05-16T11:22:44.000Z",2.68189416665,-0.98117,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","SIERRA LEYRE","BHS","311000709","3.604","3.43","0.514",
"2021-05-19T15:59:31.000Z","2021-05-23T15:58:10.000Z",3.0183,0.97165,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","NEDERLAND STREAM","BHS","308122000","95.978","157.597","0.887",
"2021-05-21T07:50:46.000Z","2021-05-22T07:54:56.000Z",2.98912166665,-1.1738308333,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","SIERRA LAUREL","BES","306117000","24.069","30.628","0.687",
"2021-05-23T18:59:30.000Z","2021-05-25T14:47:14.000Z",3.4941491667,1.65713333335,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","NEDERLAND STREAM","BHS","308122000","43.796","60.041","0.74",
"2021-05-25T18:55:00.000Z","2021-05-27T14:59:04.000Z",3.509675,1.4001075,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","NEDERLAND STREAM","BHS","308122000","44.068","80.644","0.988",
"2021-05-27T19:59:13.000Z","2021-05-31T06:34:03.000Z",3.34580833335,1.5293575,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","NEDERLAND STREAM","BHS","308122000","82.581","105.514","0.69",
"2021-06-06T06:59:08.000Z","2021-06-09T18:59:23.000Z",3.3811775,-0.07965583335,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","GREEN BODO","BHS","311009500","84.004","72.922","0.469",
"2021-06-10T08:59:15.000Z","2021-06-11T11:58:58.000Z",3.7340108333,0.7226575,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","GREEN BODO","BHS","311009500","26.995","30.993","0.62",
"2021-06-10T21:59:09.000Z","2021-06-11T08:59:04.000Z",2.7810658333,-0.3801275,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","NEVSKIY","DMA","325965000","10.999","18.748","0.92",
"2021-06-11T13:53:46.000Z","2021-06-11T14:59:03.000Z",2.52610333335,-0.4569733333,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","NEVSKIY","DMA","325965000","1.088","1.365","0.678",
"2021-06-28T15:01:48.000Z","2021-06-28T20:57:19.000Z",3.4332033333,0.298255,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400",,"BHS","311042400","5.925","9.116","0.831",
"2021-06-30T16:39:31.000Z","2021-06-30T23:40:27.000Z",3.0451191667,0.159325,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400",,"BHS","311042400","7.016","5.939","0.457",
"2021-07-01T04:44:35.000Z","2021-07-02T03:59:25.000Z",6.3179516667,-0.199208333350001,"loitering",,,,,"8400","TUNA QUEEN","PAN","352894000","23.247","60.269","1.4",
"2021-07-01T14:59:05.000Z","2021-07-01T16:59:26.000Z",2.91032166665,-0.27714166665,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","COPPENAME","BES","306862000","2.006","3.628","0.977",
"2021-07-01T17:15:33.000Z","2021-07-01T20:57:13.000Z",2.92678833335,-0.35383666665,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","COPPENAME","BES","306862000","3.694","12.756","1.864",
"2021-07-02T10:59:06.000Z","2021-07-02T14:14:14.000Z",2.75526,-1.11646416665,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","GREEN EGERSUND","BHS","311040500","3.252","9.13","1.516",
"2021-07-02T20:49:42.000Z","2021-07-03T12:56:36.000Z",3.3825758333,0.11974333335,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","GREEN MALOY","BHS","311042400","16.115","45.046","1.509",
"2021-07-05T20:59:45.000Z","2021-07-05T22:58:38.000Z",2.25883,-1.3440625,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","GREEN BODO","BHS","311009500","1.981","3.816","1.04",
"2021-07-07T08:51:42.000Z","2021-07-07T12:59:01.000Z",3.18505583335,-0.95213416665,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","CARIBBEAN STAR","LBR","636013068","4.122","12.602","1.651",
"2021-07-11T03:42:33.000Z","2021-07-11T08:35:22.000Z",2.10809666665,-1.0968458333,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400",,"BES","306862000","4.88","1.75","0.194",
"2021-07-12T19:56:49.000Z","2021-07-13T03:59:01.000Z",5.4120741667,0.3566825,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","CARIBBEAN STAR","LBR","636013068","8.037","9.256","0.622",
"2021-07-13T06:32:18.000Z","2021-07-13T10:49:06.000Z",2.37875166665,-1.03661416665,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","COPPENAME","BES","306862000","4.28","4.716","0.595",
"2021-07-14T18:49:07.000Z","2021-07-14T21:56:20.000Z",4.8612458333,-0.5946633333,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","MENG XIN YU YUN 369","CHN","412201873","3.12","3.974","0.688",
"2021-07-15T09:08:07.000Z","2021-07-15T15:54:29.000Z",2.5055625,-0.938995,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","COPPENAME","BES","306862000","6.773","10.25","0.817",
"2021-07-18T07:55:27.000Z","2021-07-22T15:59:01.000Z",2.28843333335,-0.982378333300005,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","SEIN STAR","KOR","441923000","104.059","268.313","1.392",
"2021-07-29T15:57:50.000Z","2021-07-30T03:58:42.000Z",4.4947725,0.0621175,"loitering","ICCAT","ACAP","NAMMCO","IWC","8400","GREEN KARMOY","BHS","311009400","12.014","23.494","1.056",
