start,end,latitude,longitude,type,rfmos.0,rfmos.1,rfmos.2,rfmos.3,eezs.0,vessel.name,vessel.flag,vessel.ssvid,loitering.totalTimeHours,loitering.totalDistanceKilometers,loitering.medianSpeedKnots,eezs.1
2017-12-15T15:58:54.000Z,2017-12-15T22:56:57.000Z,5.357391667,0.241175,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,LADY ROSEBAY,PAN,370095000,6.968,23.757,1.841,
2017-12-16T00:55:03.000Z,2017-12-16T03:55:16.000Z,5.375041667,0.2411,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,LADY ROSEBAY,PAN,370095000,3.004,10.291,1.85,
2017-12-19T09:42:10.000Z,2017-12-19T19:53:22.000Z,3.903824167,-1.006198333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,HAI FENG 823,CHN,412660240,10.187,27.233,1.444,
2017-12-23T02:51:51.000Z,2017-12-24T05:49:35.000Z,3.287273333,-2.982313333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,NOVA FLORIDA,BES,306752000,26.962,14.404,0.288,
2017-12-24T12:06:36.000Z,2017-12-25T08:00:50.000Z,3.922373333,-2.4536,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,NOVA FLORIDA,BES,306752000,19.904,25.062,0.68,
2017-12-24T15:52:47.000Z,2017-12-24T19:54:17.000Z,3.941115833,-1.209485,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,VOLTA GLORY,GHA,627047000,4.025,8.069,1.083,
2017-12-25T09:54:33.000Z,2017-12-25T12:43:00.000Z,3.895030833,-2.486563333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,NOVA FLORIDA,BES,306752000,2.808,4.784,0.92,
2017-12-25T16:59:05.000Z,2017-12-26T00:55:45.000Z,5.155875833,0.5046525,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,COTE D IVOIRIAN STAR,LBR,636014241,7.944,26.499,1.801,
2017-12-27T18:58:05.000Z,2017-12-28T12:11:09.000Z,2.70155,1.196466667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN KLIPPER,BHS,309165000,17.218,24.567,0.77,
2017-12-27T19:57:51.000Z,2017-12-29T17:44:49.000Z,4.147483333,1.751216667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO SHINANO,PAN,352349000,45.783,45.02,0.531,8392
2017-12-28T11:41:50.000Z,2017-12-28T19:56:31.000Z,2.847625,-1.824025,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO ATHENS,PAN,353982000,8.245,7.828,0.513,
2017-12-31T04:35:56.000Z,2017-12-31T06:19:15.000Z,4.002716667,-2.374158333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN BODO,BHS,311009500,1.722,5.966,1.871,
2018-01-01T21:58:09.000Z,2018-01-02T02:59:37.000Z,5.409641667,0.37908,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,COLOMBIAN STAR,LBR,636014240,5.024,3.881,0.417,
2018-01-05T07:07:11.000Z,2018-01-05T14:40:21.000Z,3.892,-3.0497275,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,M/V VOLTA VICTORY,GHA,627084000,7.553,15.116,1.081,
2018-01-13T14:51:04.000Z,2018-01-14T02:57:55.000Z,4.088264167,-0.933983333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,VOLTA GLORY,GHA,627047000,12.114,36.917,1.645,
2018-01-16T11:56:49.000Z,2018-01-17T09:58:00.000Z,3.083679167,-0.021098333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,HARU,PAN,374446000,22.02,41.564,1.019,
2018-01-17T11:58:11.000Z,2018-01-18T11:55:52.000Z,3.050860833,-0.147441667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,HARU,PAN,374446000,23.961,59.026,1.33,
2018-01-18T14:32:37.000Z,2018-01-19T12:51:19.000Z,3.008776667,-0.232826667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,HARU,PAN,374446000,22.312,63.489,1.536,
2018-01-19T08:59:01.000Z,2018-01-19T14:59:34.000Z,4.311613333,-1.878901667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,ANGARA,PAN,356889000,6.009,17.793,1.599,
2018-01-19T16:38:02.000Z,2018-01-19T18:57:56.000Z,2.996195833,-0.0066725,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,HARU,PAN,374446000,2.332,7.756,1.796,
2018-01-20T01:51:32.000Z,2018-01-20T12:57:03.000Z,5.067058333,-0.179858333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,ANGARA,PAN,356889000,11.092,17.04,0.83,
2018-01-20T10:53:29.000Z,2018-01-21T06:59:04.000Z,3.022306667,0.028773333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,HARU,PAN,374446000,20.093,49.706,1.336,
2018-01-22T12:54:22.000Z,2018-01-22T14:35:59.000Z,2.988333333,2.048083333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,NESTOS REEFER,PAN,370115000,1.694,2.454,0.782,
2018-01-27T03:56:58.000Z,2018-01-27T14:57:51.000Z,3.922019167,0.425243333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO CHIKUMA,PAN,353306000,11.015,26.201,1.284,
2018-01-27T16:53:09.000Z,2018-01-28T19:55:29.000Z,4.1401725,0.522819167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO CHIKUMA,PAN,353306000,27.039,70.066,1.399,
2018-01-29T00:40:03.000Z,2018-01-30T08:46:20.000Z,4.029715833,0.425046667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO CHIKUMA,PAN,353306000,32.105,57.84,0.973,
2018-01-31T11:55:19.000Z,2018-01-31T22:43:58.000Z,5.11974,-0.121923333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO NAGATO,PAN,351336000,10.811,15.272,0.763,
2018-02-01T00:59:08.000Z,2018-02-01T13:55:12.000Z,5.205826667,0.013916667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO NAGATO,PAN,351336000,12.934,24.481,1.022,
2018-02-01T15:55:04.000Z,2018-02-02T03:56:26.000Z,5.193583333,-0.04451,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO NAGATO,PAN,351336000,12.023,25.276,1.135,
2018-02-01T22:59:42.000Z,2018-02-02T03:57:04.000Z,3.943685,-2.518716667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,BAY  PHOENIX,LBR,636092423,4.956,6.363,0.693,
2018-02-02T04:56:12.000Z,2018-02-02T08:41:40.000Z,3.853078333,-2.517029167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,BAY  PHOENIX,LBR,636092423,3.758,12.973,1.864,
2018-02-03T18:46:50.000Z,2018-02-03T20:57:25.000Z,4.085634167,0.530796667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN MALOY,BHS,311042400,2.176,4.895,1.214,
2018-02-05T00:54:26.000Z,2018-02-05T13:48:09.000Z,5.03958,0.926823333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO NAGATO,PAN,351336000,12.895,23.357,0.978,
2018-02-05T13:49:24.000Z,2018-02-05T15:01:11.000Z,3.995815,-1.562034167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,VOLTA GLORY,GHA,627047000,1.196,4.172,1.883,
2018-02-08T12:53:15.000Z,2018-02-08T16:55:13.000Z,4.069720833,-3.3016,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN CONCORDIA,LBR,636016998,4.033,14.39,1.927,
2018-02-24T09:59:06.000Z,2018-02-24T13:42:52.000Z,2.8659825,-1.047276667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,CAPELLA,LTU,277348000,3.729,11.062,1.602,
2018-03-02T18:48:11.000Z,2018-03-03T05:07:52.000Z,4.069996667,0.633073333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO NAGATO,PAN,351336000,10.328,20.832,1.089,
2018-03-03T07:59:53.000Z,2018-03-03T14:12:33.000Z,4.192066667,0.632826667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO NAGATO,PAN,351336000,6.211,13.913,1.21,
2018-03-03T15:47:15.000Z,2018-03-03T20:56:05.000Z,4.16416,0.431413333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO NAGATO,PAN,351336000,5.147,9.657,1.013,
2018-03-04T01:57:48.000Z,2018-03-04T09:49:41.000Z,4.230333333,0.10625,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO NAGATO,PAN,351336000,7.865,24.638,1.692,
2018-03-04T14:59:04.000Z,2018-03-05T05:47:05.000Z,3.944416667,-0.507003333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO NAGATO,PAN,351336000,14.8,48.02,1.752,
2018-03-04T16:44:26.000Z,2018-03-04T18:47:45.000Z,3.903395833,-0.502030833,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN EGERSUND,BHS,311040500,2.055,4.51,1.185,
2018-03-05T00:27:23.000Z,2018-03-05T13:49:01.000Z,4.024173333,0.09236,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SEIWA,KOR,440046000,13.361,27.227,1.1,
2018-03-05T05:56:26.000Z,2018-03-05T15:13:28.000Z,3.956369167,-0.478446667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,VOLTA GLORY,GHA,627047000,9.284,16.998,0.989,
2018-03-08T03:58:36.000Z,2018-03-08T05:06:37.000Z,4.1452375,-2.147000833,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SOLARTE,COM,616885000,1.134,3.519,1.676,
2018-03-10T16:59:43.000Z,2018-03-11T06:58:02.000Z,5.023946667,-0.07211,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FULL KUO SHIN,PAN,372768000,13.972,18.883,0.73,
2018-03-16T01:37:36.000Z,2018-03-16T05:58:56.000Z,3.8466625,-2.9324675,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,M/V VOLTA VICTORY,GHA,627084000,4.356,13.874,1.72,
2018-03-16T06:08:56.000Z,2018-03-17T05:48:00.000Z,3.585906667,1.607893333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,ANDROMEDA,LTU,277312000,23.651,72.27,1.65,
2018-03-16T06:15:55.000Z,2018-03-16T11:57:22.000Z,3.824425833,-2.873821667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,M/V VOLTA VICTORY,GHA,627084000,5.691,9.856,0.935,
2018-03-17T12:56:27.000Z,2018-03-17T17:43:07.000Z,4.5558125,1.134169167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SCOMBRUS,FRO,231257000,4.778,14.017,1.584,
2018-03-18T11:59:31.000Z,2018-03-18T16:54:24.000Z,4.8548075,1.4292925,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SCOMBRUS,FRO,231257000,4.915,11.701,1.286,
2018-03-18T18:59:03.000Z,2018-03-18T21:54:56.000Z,3.841399167,-2.384271667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN CONCORDIA,LBR,636016998,2.931,9.319,1.717,
2018-03-23T11:58:54.000Z,2018-03-24T00:53:43.000Z,2.222916667,-0.606355,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO OCEANIC,PAN,354871000,12.914,30.545,1.277,
2018-03-24T03:53:57.000Z,2018-03-26T00:49:44.000Z,2.224255833,-0.6512275,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO OCEANIC,PAN,354871000,44.93,75.872,0.912,
2018-03-26T03:58:47.000Z,2018-03-26T15:27:34.000Z,2.309965,-0.690239167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO OCEANIC,PAN,354871000,11.48,27.486,1.293,
2018-03-26T09:43:13.000Z,2018-03-26T15:30:10.000Z,4.4579475,0.150308333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,RANGIROA,COM,620283000,5.783,15.412,1.439,
2018-03-28T11:41:07.000Z,2018-03-28T13:50:39.000Z,4.658583333,0.063083333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO NAGATO,PAN,351336000,2.159,3.533,0.884,
2018-03-28T17:58:25.000Z,2018-03-29T17:40:16.000Z,3.952814167,1.479339167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN AUSTEVOLL,BHS,311043800,23.698,37.37,0.851,
2018-03-31T10:14:07.000Z,2018-03-31T14:08:04.000Z,3.832136667,-2.589675,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN GLACIER,LBR,636016700,3.899,10.411,1.442,
2018-03-31T10:56:09.000Z,2018-03-31T14:53:42.000Z,3.748931667,-2.560949167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SIERRA KING,NLD,244542000,3.959,8.675,1.183,
2018-03-31T15:50:29.000Z,2018-03-31T18:27:05.000Z,3.694965,-2.648100833,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SIERRA KING,NLD,244542000,2.61,2.474,0.512,
2018-04-05T20:56:47.000Z,2018-04-08T01:54:59.000Z,2.6008,0.030591667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SARONIC BREEZE,PAN,371156000,52.97,74.872,0.763,
2018-04-12T06:53:32.000Z,2018-04-12T17:37:48.000Z,3.73575,-1.955393333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,NOVAYA ZEMLYA,DMA,325955000,10.738,25.161,1.265,
2018-04-12T16:51:38.000Z,2018-04-12T22:59:49.000Z,4.288729167,-1.141295833,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,M/V VOLTA VICTORY,GHA,627084000,6.136,19.334,1.701,
2018-04-13T00:43:08.000Z,2018-04-13T01:56:31.000Z,4.021113333,-3.322920833,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,NOVAYA ZEMLYA,DMA,325955000,1.223,3.286,1.451,
2018-04-13T05:48:49.000Z,2018-04-13T13:39:08.000Z,3.956004167,-1.4284725,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,VOLTA GLORY,GHA,627047000,7.839,22.057,1.519,
2018-04-14T08:58:44.000Z,2018-04-14T12:52:46.000Z,4.056024167,-2.443705,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,DUBREKA,COM,616999336,3.901,11.06,1.531,
2018-04-21T12:54:52.000Z,2018-04-22T20:16:03.000Z,3.7588425,-1.9448225,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FOX BAY,DMA,325965000,31.353,59.813,1.03,
2018-04-22T23:49:12.000Z,2018-04-23T09:49:16.000Z,3.839183333,-1.779285,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FOX BAY,DMA,325965000,10.001,24.373,1.316,
2018-04-24T18:57:52.000Z,2018-04-24T20:05:21.000Z,3.006550833,2.008975,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN CHILE,BHS,311051000,1.125,2.39,1.147,
2018-04-26T03:54:51.000Z,2018-04-26T11:59:47.000Z,3.817933333,-0.97592,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,M/V VOLTA VICTORY,GHA,627084000,8.082,9.937,0.664,
2018-04-26T12:59:47.000Z,2018-04-26T14:49:29.000Z,3.772406667,-0.956451667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,M/V VOLTA VICTORY,GHA,627084000,1.828,2.097,0.619,
2018-05-10T13:30:14.000Z,2018-05-10T20:46:15.000Z,3.811455833,-0.6592375,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO PETROPAVLOVSK,CYP,212782000,7.267,21.273,1.581,
2018-05-11T12:45:27.000Z,2018-05-11T16:48:20.000Z,4.715,0.558916667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,COOL EXPRESO,NLD,244790145,4.048,13.739,1.833,
2018-05-12T07:58:13.000Z,2018-05-12T15:25:05.000Z,3.8081025,-1.896053333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,COOL EXPRESO,NLD,244790145,7.448,10.919,0.792,
2018-05-13T16:55:47.000Z,2018-05-13T17:57:38.000Z,2.7411925,-1.068668333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN EXPLORER,BHS,309361000,1.031,2.478,1.298,
2018-05-15T16:04:51.000Z,2018-05-15T17:48:03.000Z,3.934291667,-0.7108175,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,M/V VOLTA VICTORY,GHA,627084000,1.72,1.393,0.437,
2018-05-16T05:58:29.000Z,2018-05-16T13:58:06.000Z,3.788034167,-0.64963,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,VOLTA GLORY,GHA,627047000,7.994,15.442,1.043,
2018-05-20T19:59:56.000Z,2018-05-21T02:57:26.000Z,5.340525833,1.034388333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,TOKACHI FROST,COK,518332000,6.958,15.764,1.223,
2018-05-21T06:59:27.000Z,2018-05-21T13:35:25.000Z,3.805729167,-1.31016,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,M/V VOLTA VICTORY,GHA,627084000,6.599,9.062,0.741,
2018-05-23T04:23:26.000Z,2018-05-23T08:54:39.000Z,5.301583333,0.94025,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO MOGAMI,PAN,357735000,4.52,9.081,1.085,
2018-05-23T07:57:50.000Z,2018-05-23T09:50:19.000Z,5.316630833,0.919713333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO MURMANSK,KNA,341009000,1.875,2.059,0.593,
2018-05-23T10:58:09.000Z,2018-05-23T14:47:33.000Z,5.257763333,0.935076667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO MURMANSK,KNA,341009000,3.823,4.642,0.656,
2018-05-23T10:58:39.000Z,2018-05-23T12:45:31.000Z,5.245573333,0.957746667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO MOGAMI,PAN,357735000,1.781,1.36,0.412,
2018-05-28T17:59:20.000Z,2018-05-29T17:46:56.000Z,4.0916325,-3.288449167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,CARIBBEAN-STAR,LBR,636013068,23.793,56.338,1.279,
2018-05-29T19:54:25.000Z,2018-05-29T21:56:34.000Z,4.092090833,-2.9399725,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,CARIBBEAN-STAR,LBR,636013068,2.036,6.961,1.846,
2018-05-31T06:59:28.000Z,2018-05-31T14:45:19.000Z,5.235541667,0.835833333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SARONIC BREEZE,PAN,371156000,7.764,11.807,0.821,
2018-06-01T07:59:48.000Z,2018-06-01T11:55:44.000Z,4.182479167,-2.329434167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SALY REEFER,COM,616735000,3.932,8.781,1.206,
2018-06-03T02:55:28.000Z,2018-06-03T08:59:16.000Z,3.95281,-2.6333375,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,TAVR,VCT,376715000,6.063,13.941,1.241,
2018-06-04T07:31:17.000Z,2018-06-04T12:58:38.000Z,4.535865,-0.710078333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO ANTWERP,PAN,352784000,5.456,13.05,1.292,
2018-06-04T19:55:57.000Z,2018-06-04T21:57:27.000Z,3.984908333,-2.042195,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,ANDROMEDA,LTU,277312000,2.025,3.747,0.999,
2018-06-05T11:54:23.000Z,2018-06-05T19:51:08.000Z,2.450744167,-0.753715833,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN GLACIER,LBR,636016700,7.946,28.438,1.933,
2018-06-05T12:49:49.000Z,2018-06-05T18:43:02.000Z,4.83208,-0.3356,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,ANGARA,PAN,356889000,5.887,6.101,0.56,
2018-06-06T05:14:39.000Z,2018-06-06T10:52:26.000Z,3.363205,-2.000954167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN GLACIER,LBR,636016700,5.63,13.474,1.292,
2018-06-06T11:02:37.000Z,2018-06-06T17:48:11.000Z,3.325058333,-1.960210833,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN GLACIER,LBR,636016700,6.759,19.757,1.578,
2018-06-09T11:58:23.000Z,2018-06-09T13:46:06.000Z,4.028155,-0.039690833,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SILVER HORN,NOR,258818000,1.795,5.235,1.574,
2018-06-09T14:51:58.000Z,2018-06-10T12:49:12.000Z,4.220848333,0.1678675,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SILVER HORN,NOR,258818000,21.954,56.834,1.398,
2018-06-10T14:59:10.000Z,2018-06-11T16:21:15.000Z,4.299016667,0.671786667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SILVER HORN,NOR,258818000,25.368,74.396,1.584,
2018-06-18T20:26:21.000Z,2018-06-19T05:43:25.000Z,3.5023575,-3.212495,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SIERRA LAUREL,BES,306117000,9.284,27.884,1.622,
2018-06-23T06:57:21.000Z,2018-06-23T15:06:33.000Z,4.027755833,-0.902586667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,VOLTA GLORY,GHA,627047000,8.153,18.603,1.232,
2018-06-23T17:55:31.000Z,2018-06-23T23:58:53.000Z,4.191935,1.5409075,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,ELBRUS,LBR,636010125,6.056,10.139,0.904,
2018-06-24T01:45:11.000Z,2018-06-24T15:49:02.000Z,4.097569167,1.423720833,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,ELBRUS,LBR,636010125,14.064,35.268,1.354,
2018-06-25T04:29:06.000Z,2018-06-25T09:51:07.000Z,3.59716,0.94236,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,ELBRUS,LBR,636010125,5.367,15.592,1.569,
2018-06-29T14:58:56.000Z,2018-06-30T08:51:16.000Z,4.100088333,-3.224938333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN EXPLORER,BHS,309361000,17.872,47.079,1.422,
2018-06-30T09:59:10.000Z,2018-06-30T14:35:06.000Z,4.0580275,-2.982663333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN EXPLORER,BHS,309361000,4.599,14.597,1.714,
2018-07-01T16:59:53.000Z,2018-07-01T19:52:34.000Z,4.268751667,-0.931819167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,M/V VOLTA VICTORY,GHA,627084000,2.878,7.86,1.475,
2018-07-07T16:56:55.000Z,2018-07-07T18:37:41.000Z,4.410035,-1.023684167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO MURMANSK,KNA,341009000,1.679,3.371,1.084,
2018-07-07T21:55:13.000Z,2018-07-08T05:16:44.000Z,4.147054167,-1.046068333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO MURMANSK,KNA,341009000,7.359,17.279,1.268,
2018-07-08T07:41:13.000Z,2018-07-08T09:56:24.000Z,4.551909167,-0.8466775,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO MURMANSK,KNA,341009000,2.253,5.257,1.26,
2018-07-08T13:45:01.000Z,2018-07-08T14:47:37.000Z,4.620189167,-0.211066667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO MURMANSK,KNA,341009000,1.043,2.923,1.513,
2018-07-08T17:58:00.000Z,2018-07-09T00:52:02.000Z,4.91499,0.360558333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO MURMANSK,KNA,341009000,6.901,20.612,1.613,
2018-07-08T19:57:29.000Z,2018-07-08T23:58:17.000Z,3.980706667,-1.2739325,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,VOLTA GLORY,GHA,627047000,4.013,6.978,0.939,
2018-07-08T21:49:50.000Z,2018-07-08T23:59:42.000Z,4.660413333,-0.1816175,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SAN ELPIDIO,PAN,374505000,2.164,6.005,1.498,
2018-07-09T01:59:32.000Z,2018-07-09T12:42:22.000Z,4.786604167,0.2274125,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SAN ELPIDIO,PAN,374505000,10.714,27.302,1.376,
2018-07-11T22:55:05.000Z,2018-07-12T00:08:54.000Z,3.909386667,-0.518826667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,FRIO PETROPAVLOVSK,CYP,212782000,1.23,4.154,1.823,
2018-07-12T15:06:42.000Z,2018-07-12T19:14:03.000Z,4.944303333,-0.443161667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,MENG XIN YU YUN 369,CHN,412201873,4.123,3.027,0.396,
2018-07-12T20:57:00.000Z,2018-07-13T10:48:06.000Z,5.013221667,-0.464928333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,MENG XIN YU YUN 369,CHN,412201873,13.852,2.254,0.088,
2018-07-15T07:59:32.000Z,2018-07-15T19:43:03.000Z,2.630916667,-3.035,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,SIERRA QUEEN,LBR,636017004,11.725,29.399,1.354,
2018-07-15T18:32:17.000Z,2018-07-15T21:55:36.000Z,4.141413333,-0.904333333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,HAI FENG 895,PAN,371322000,3.389,11.56,1.842,
2018-07-18T07:43:46.000Z,2018-07-18T09:58:01.000Z,3.64596,-1.267706667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,DON REEFER,PAN,356728000,2.238,7.164,1.729,
2018-07-18T10:57:19.000Z,2018-07-18T11:59:35.000Z,3.711748333,-1.296495,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,DON REEFER,PAN,356728000,1.038,3.599,1.873,
2018-07-18T12:41:56.000Z,2018-07-18T19:59:08.000Z,3.744368333,-1.199908333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,DON REEFER,PAN,356728000,7.287,21.375,1.584,
2018-07-18T20:59:03.000Z,2018-07-19T17:34:39.000Z,3.821616667,-0.811456667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,DON REEFER,PAN,356728000,20.593,68.741,1.802,
2018-07-20T20:59:44.000Z,2018-07-21T12:39:15.000Z,3.322533333,1.787083333,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN BRAZIL,BHS,309681000,15.659,29.984,1.034,
2018-07-21T14:57:31.000Z,2018-07-22T11:46:27.000Z,3.254148333,1.613049167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN BRAZIL,BHS,309681000,20.816,27.366,0.71,
2018-07-22T07:59:09.000Z,2018-07-22T11:55:49.000Z,3.70015,-2.056335,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,VOLTA GLORY,GHA,627047000,3.944,10.655,1.459,
2018-07-24T09:40:08.000Z,2018-07-24T11:40:11.000Z,4.05372,-3.039866667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,NOVAYA ZEMLYA,DMA,325955000,2.001,5.842,1.577,
2018-07-24T10:28:04.000Z,2018-07-24T16:36:42.000Z,4.896188333,0.375120833,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,TOKACHI FROST,COK,518332000,6.144,13.706,1.205,
2018-07-25T05:59:23.000Z,2018-07-25T07:52:35.000Z,4.31174,-0.505836667,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,NOVAYA ZEMLYA,DMA,325955000,1.887,6.413,1.835,
2018-07-27T07:42:20.000Z,2018-07-27T10:19:58.000Z,2.994908333,-3.429939167,loitering,ICCAT,ACAP,NAMMCO,IWC,8400,GREEN SELJE,BHS,308541000,2.627,4.465,0.918,
